a,ある
brushwood,ブラシウッド
brushwork,筆致
brushy,ブラシ状の
brusque,無愛想な
brusquerie,ブルスケリー
brussels,ブリュッセル
brustle,剛毛
brut,ブリュット
brutal,残忍な
brutality,残忍
brutalization,残虐行為
brutalize,残忍にする
brute,野蛮な
brutify,残忍な
brutish,野蛮な
brutum,残忍な
brutus,ブルータス
brya,ブライア
bryaceae,コケ科
bryales,ブライアレス
bryanite,ブライアナイト
bryanthus,ブリュアンサス
brydges,橋
bryon,ブライオン
bryony,ブライオニー
bryophyta,コケ植物
bryophyte,コケ植物
bryophytic,コケ植物の
bryopsida,コケムシ目
bryozoa,コケムシ
bryozoan,コケムシ
brythonic,ブライソン的な
bryum,ブリュム
bubaline,ブバリン
bubalus,ブバルス
bubble,バブル
bubbliness,活気
bubbling,泡立つ
bubbly,陽気な
bubo,横痃
bubonic,腺がんの
bubulcus,ブルカス
buccal,頬側
buccaneer,海賊
buccaneering,盗賊
buccanier,海賊
buccinidae,ブクシニ科
bucconidae,ブッコン科
bucephala,ブセファラ
bucephalus,ブケファルス
buceros,ブセロス
bucerotidae,キツネザル科
buchanan,ブキャナン
bucharest,ブカレスト
buchergerman,ブッチャージャーマン
buchloe,ブッフローエ
buck,バック
buckbasket,バックバスケット
buckboard,バックボード
bucket,バケツ
buckets,バケツ
buckeye,トチノキ
buckjumper,バックジャンパー
buckle,バックル
buckled,座屈した
buckler,バックラー
buckleya,バックル屋
buckram,バックラム
buckshee,バックシー
buckskin,バックスキン
buckskins,バックスキン
buckthorn,クロウメモドキ
bucktooth,出っ歯
buckwheat,そば
bucolic,牧歌的な
bud,つぼみ
budapest,ブダペスト
buddha,仏
buddhism,仏教
buddhist,仏教徒
budding,芽吹く
buddy,相棒
budge,予算を立てる
budgerigar,インコ
budget,予算
budgetary,予算的な
budmash,バドマッシュ
budorcas,ブドルカス
buds,つぼみ
buen,ブエン
bueno,ブエノ
buff,バフ
buffalo,バッファロー
buffalofish,バッファローフィッシュ
buffer,バッファ
buffet,ビュッフェ
buffeted,ビュッフェされた
buffle,バッフル
bufflehead,バッフルヘッド
buffo,バフォ
buffon,ブッフォン
buffoon,道化
buffoonery,道化
buffoonish,道化っぽい
bufo,ブフォ
bufonidae,ウミウシ科
bug,バグ
bugaboo,バガブー
buganda,ブガンダ
bugbane,バグベイン
bugbear,バグベア
bugged,盗聴された
bugginess,バグっぽい
buggy,バギー
bugle,ラッパ
buglehorn,ラッパ角
bugler,ラッパ手
bugleweed,ラッパ草
bugloss,バグロス
build,建てる
builder,ビルダー
building,建物
buildings,建物
buildup,築き上げる
built,建てられた
bujumbura,ブジュンブラ
bulb,バルブ
bulbaceous,球根状の
bulbar,球根
bulbed,電球付き
bulbil,ヒヨドリ
bulbous,球根状の
bulbul,ヒヨドリ
bulgaria,ブルガリア
bulgarian,ブルガリア語
bulge,膨らみ
bulging,膨らんだ
bulgur,ブルグア
bulk,バルク
bulkhead,隔壁
bulkiness,かさばる
bulky,かさばる
bull,ブル
bulla,ブラ
bullace,闘牛
bullate,暴言を吐く
bullbrier,闘牛場
bulldog,ブルドッグ
bulldoze,ブルドーザー
bulldozer,ブルドーザー
bullet,弾丸
bullethead,弾頭
bulletin,速報
bulletproof,防弾
bullfight,闘牛
bullfighter,闘牛士
bullfighting,闘牛
bullfinch,ウソ
bullfrog,ウシガエル
bullhead,ブルヘッド
bullheaded,強気な
bullhorn,拡声器
bullion,地金
bullish,強気な
bullnecked,頑固な
bullnose,ブルノーズ
bullock,雄牛
bullocky,強気な
bullpen,ブルペン
bullring,闘牛場
bulls,雄牛
bullseye,ブルズアイ
bullshit,でたらめ
bullshot,でたらめ
bullterrier,ブルテリア
bullwhack,闘牛
bully,いじめっ子
bullyboy,いじめっ子
bullying,いじめ
bullyrag,いじめっ子
bulnesia,ブルネシア
bulrush,藪
bulwark,防波堤
bulwarks,防波堤
bulwer,ブルワー
bum,お尻
bumbailiff,ブンバイリフ
bumble,バンブル
bumblebee,マルハナバチ
bumbledom,不器用さ
bumbling,ドジっ子
bumboat,バムボート
bumcombe,バンコム
bumelia,ブメリア
bummer,残念
bump,バンプ
bumper,バンパー
bumpiness,凹凸
bumpkin,田舎者
bumpkinly,でこぼこした
bumps,バンプ
bumptious,でっかい
bumptiously,派手に
bumptiousness,でかさ
bumpy,でこぼこな
bun,パン
buna,ブナ
bunas,ブナス
bunch,束
bunchberry,バンチベリー
bunched,束ねた
bunchgrass,バンチグラス
bunchy,ふさふさした
bunco,ブンコ
buncombe,バンコム
bund,外灘
bunder,バンダー
bundesbank,ドイツ連邦銀行
bundle,バンドル
bundles,バンドル
bundling,同梱
bundobast,バンドバスト
bung,ブング
bungaloid,バンガロイド
bungalow,バンガロー
bungarus,バンガルス
bungee,バンジー
bunghole,栓抜き
bungle,バングル
bungled,失敗した
bungler,失敗者
bungling,失敗した
bunion,外反母趾
bunk,二段ベッド
bunker,陣地壕
bunkmate,二段ベッドメイト
bunko,文庫
bunkum,ブンクム
bunny,バニー
bunt,バント
buntal,バンタル
bunter,バンター
bunting,ホオジロ
bunyan,バニヤン
buon,ブオン
buoy,ブイ
buoyancy,浮力
buoyant,浮力のある
buoyantly,元気よく
buoyed,浮いた
buphthalmum,ブフタルマム
bur,バリ
bura,ブラ
burberry,バーバリー
burble,ブルブル
burbling,ゴロゴロ
burbot,バーボット
burden,重荷
burdened,負担がかかる
burdensome,面倒な
burdensomeness,負担
burdock,ごぼう
burdonless,負担のない
bureau,局
bureaucracy,官僚
bureaucrat,官僚
bureaucratic,官僚的な
bureaucratically,官僚的に
burette,ビュレット
burg,バーグ
burgee,バージー
burgeon,急成長する
burgess,バージェス
burgh,バラ
burgher,バーガー
burghmote,バーグモート
burglar,泥棒
burglarious,強盗
burglarproof,盗難防止
burglary,強盗
burgle,強盗
burgomaster,バーゴマスター
burgoo,バーグー
burgoyne,バーゴイン
burgrass,泥棒
burgrave,強盗
burgundy,バーガンディ
burhinidae,ブリニ科
burhinus,ブルヒヌス
burial,埋葬
buried,埋葬された
burin,ビュラン
burke,バーク
burl,バール
burlap,黄麻布
burled,ぎざぎざの
burlesque,バーレスク
burletta,ブレッタ
burlington,バーリントン
burly,たくましい
burmannia,ブルマニア
burmanniaceae,ブルマニア科
burmeisteria,ブルメステリア
burmese,ビルマ人
burn,やけど
burnable,可燃物
burned,やけど
burner,バーナー
burning,燃焼
burningshame,灼熱の恥
burnish,磨く
burnished,磨かれた
burnisher,バニッシャー
burnoose,バーヌース
burnous,燃えるような
burnout,燃え尽き症候群
burnt,焼けた
burnup,燃え尽きます
burp,げっぷ
burr,バリ
burrawong,ブラウォン
burrfish,バリフィッシュ
burried,埋もれた
burrito,ブリトー
burrlike,バリ状の
burro,バロー
burrock,バロック
burrow,潜る
bursa,滑液包
bursal,嚢
bursar,ブルサール
bursary,奨学金
bursera,ブルセラ
burseraceae,カンザス科
bursiform,嚢状の
bursitis,滑液包炎
burst,バースト
bursting,破裂する
burtful,ひどい
burthen,負担がかかる
burton,バートン
burundi,ブルンジ
burundian,ブルンジ人
bury,埋める
burying,埋める
bus,バス
busbar,バスバー
busbiness,ビジネス
busboy,バスボーイ
busby,バズビー
busch,ブッシュ
bush,ブッシュ
bushbuck,ブッシュバック
bushed,茂った
bushel,ブッシェル
bushes,茂み
bushfighting,ブッシュファイト
bushing,ブッシング
bushman,ブッシュマン
bushranger,ブッシュレンジャー
bushtit,ブッシュシット
bushwhacker,ブッシュワッカー
bushwhacking,藪叩き
bushy,ふさふさした
busily,忙しく
business,仕事
businesslike,事務的な
businessman,ビジネスマン
businessmen,ビジネスマン
businessperson,事業者
businesswoman,実業家
busker,大道芸人
buskin,バスキン
buskined,バスキンされた
busman,バス運転手
busquen,バスケン
buss,バス
bust,バスト
bustard,バスタード
busted,潰れた
bustle,喧騒
bustling,賑やかな
busy,忙しい
busybody,おせっかい
busyness,忙しさ
busywork,多忙な仕事
but,しかし
butacaine,ブタカイン
butadiene,ブタジエン
butane,ブタン
butch,ブッチ
butcha,ブッチャ
butcher,肉屋
butcherbird,ブッチャーバード
butchery,肉屋
butea,ブテア
buteo,ブテオ
buteonine,ブテオニン
butler,執事
butryaceous,酪酸質の
butt,お尻
butte,ビュート
butter,バター
butterbur,蕗
buttercrunch,バタークランチ
buttercup,バターカップ
buttered,バターを塗った
butterfat,乳脂肪
butterfingers,バターフィンガーズ
butterfish,チョウチョウウオ
butterfly,蝶
buttermilk,バターミルク
butternut,バターナッツ
butterscotch,バタースコッチ
butterweed,バターウィード
butterwort,キンポウゲ
buttery,バターっぽい
buttinsky,ブティンスキー
buttock,臀部
buttocks,臀部
button,ボタン
buttoned,ボタン付き
buttonhole,ボタンホール
buttonholer,ボタン穴かがり
buttonhook,ボタンフック
buttony,ボタンっぽい
buttress,バットレス
buttter,バター
butuminous,だけど
butut,でも
butyl,ブチル
butylene,ブチレン
butyraceous,バターっぽい
butyric,酪酸
butyrin,ブチリン
buxaceae,キク科
buxom,豊満な
buxomness,豊満さ
buxus,バクサス
buy,買う
buyer,買い手
buying,買う
buyout,買収
buzz,バズ
buzzard,ノスリ
buzzsaw,バズソー
buzzword,流行語
bvd's,BDの
by,による
bye,さよなら
byelaw,細則
byelorussian,ベラルーシ語
bygone,過ぎ去った
bygones,昔のこと
bylaw,条例
byname,名前で
bypass,バイパス
bypath,バイパス
bypaths,バイパス
byplay,余談
bypnotism,催眠術
byre,バイレ
byroad,脇道
byron,バイロン
byroom,別室
byssa,ビサ
byssus,足根
bystander,傍観者
byte,バイト
byway,ところで
byways,ちなみに
byword,代名詞
byzantine,ビザンチン
byzantium,ビザンチウム
c.o.d.,代金引換
ca,およそ
cab,タクシー
cabal,陰謀団
cabala,カバラ
cabalistic,カバラ的な
cabana,カバナ
cabaret,キャバレー
cabaset,キャバセット
cabbage,キャベツ
cabbageworm,キャベツワーム
cabdriver,タクシーの運転手
cabello,カベロ
caber,ケイバー
cabernet,カベルネ
cabestro,カベストロ
cabin,キャビン
cabined,キャビン付き
cabinet,戸棚
cabinetmaker,家具職人
cabinetmaking,家具作り
cabinetwork,キャビネット
cable,ケーブル
cabman,運転手
cabochon,カボション
cabomba,カボンバ
cabombaceae,センダン科
caboodle,カブードル
caboose,車掌車
cabotage,カボタージュ
cabriolet,カブリオレ
cabstand,キャブスタンド
cacajao,カカジャオ
cacalia,カカリア
cacao,カカオ
cacation,カカション
cachalot,カシャロ
cache,キャッシュ
cachectic,悪液質
cacher,キャッシャー
cachet,名状
cachexia,悪液質
cachexy,キャッシュシー
cachi,カチ
cachinnation,カチンネーション
cachou,カシュー
cacicus,カシカス
cacique,カシケ
cackle,おしゃべり
cackler,笑い声を上げる
cackly,不機嫌な
cacodemon,カコデーモン
cacodemonic,カコデモン的な
cacodyl,カコジル
cacodylic,カコジル性
cacoepy,カコピー
cacoethes,カコエテス
cacogenesis,カコジェネシス
cacography,カコグラフィー
caconym,隠語
cacoopy,カクーピー
cacophonous,不協和音
cacophony,不協和音
cactaceae,サボテン科
cactus,カクタス
cacuminal,盲腸の
cacus,カス
cad,CAD
cada,カダ
cadaster,土地台帳
cadastral,地籍
cadastre,地籍
cadaver,死体
cadaveric,死体
cadaverine,カダベリン
cadaverous,死体のような
caddie,キャディー
caddish,カディッシュ
caddisworm,トビケラ
caddo,カドー
caddy,キャディー
cade,ケイド
cadeau,カドー
cadence,リズム
cadenced,リズムのある
cadenza,カデンツァ
cader,ケーダー
cadere,幹部
cadet,士官候補生
cadetship,士官候補生
cadge,檻
cadger,乞丐
cadi,カディ
cadit,キャディット
cadiz,カディス
cadj,キャディ
cadmium,カドミウム
cadmiumyellow,カドミウム黄色
cadra,カドラ
cadre,幹部
caducean,カドゥケアン人
caduceus,カドゥケウス
caducity,能力
caducous,口うるさい
caeca,盲腸
caecal,盲腸
caecilian,アシナシイタケ
caeciliidae,セシリ科
caecum,盲腸
caelo,カエロ
caenolestes,カエノレステス
caenolestidae,カエノレスティダエ
caesalpinia,カイザルピニア
caesalpiniaceae,カエサルピニア科
caesalpinioideae,カエサルピニオイデ科
caesar,シーザー
caesarem,カイサレム
caesarian,帝王切開
caesarl,シーザール
caespitose,カエスピトース
caesura,カエスラ
caesural,臨時的な
caetera,カエテラ
caeteris,カエテリス
caeur,クール
caf,カフェ
cafe,カフェ
cafeteria,カフェテリア
caff,カフ
caffeine,カフェイン
caffeinic,カフェインの多い
caffeinism,カフェイン中毒
caftan,カフタン
cafuzo,カフーゾ
cag,カグ
cage,ケージ
cagey,ケージっぽい
cagily,慎重に
cagliostro,カリオストロ
cagoule,カグール
cahita,カヒータ
cahoot,共謀
cahoots,共謀者
cahot,カホット
cahotage,カホタージュ
cain,カイン
caique,カイケ
cairina,カイリナ
cairn,ケルン
cairned,ケアした
cairngorm,ケアンゴーム
cairo,カイロ
caisson,ケーソン
caitiff,カイティフ
cajanus,カヤヌス
cajole,おだてて
cajolery,佞弁
cajun,ケイジャン
cakchiquel,カクチケル
cake,ケーキ
cakes,ケーキ
cakewalk,ケーキウォーク
cakile,カキル
calaba,カラバ
calabash,ひょうたん
calaboose,カラブース
calabria,カラブリア州
caladenia,カラデニア
caladium,カラジウム
calamagrostis,カラマグロスティス
calambac,カランバック
calambour,カランブール
calamiform,カラミ状
calamint,カラミント
calamintha,カラミンサ
calamitous,悲惨な
calamity,災害
calamo,カラモ
calamus,ショウブ
calando,カランド
calandrinia,カランドリニア
calanthe,カランセ
calash,カラッシュ
calathiform,カラシフォーム
calbe,カルベ
calcaneal,踵骨
calcar,カルカル
calcareous,石灰質の
calced,計算された
calcem,カルセム
calceolaria,カルセオラリア
calceolate,カルセオレート
calceus,石灰質
calcibus,カルシバス
calcic,石灰質の
calcicolous,石灰質の
calciferous,石灰質の
calcific,石灰質の
calcification,石灰化
calcimine,カルシミン
calcination,か焼
calcine,か焼する
calcite,方解石
calcitic,方解石質
calcitrate,カルクエン酸塩
calcitration,計算
calcium,カルシウム
calculable,計算可能な
calculate,計算する
calculated,計算された
calculating,計算する
calculatingly,計算高く
calculation,計算
calculator,電卓
calculous,石灰っぽい
calculus,微積分
calcutta,カルカッタ
calcuttan,カルカタン
caldron,大釜
caleche,カレチェ
caledonian,カレドニア人
calefacient,カレファシエント
calefaction,消失
calefactory,調理工場
calembour,カレンブール
calendar,カレンダー
calendas,カレンダー
calender,カレンダー
calendric,カレンダー
calendula,カレンデュラ
calenture,カレンダー
calf,ふくらはぎ
calgary,カルガリー
caliban,キャリバン
caliber,口径
calibrate,校正する
calibration,較正
caliche,カリシェ
calico,キャリコ
calidity,辛さ
calidris,カリドリス
california,カリフォルニア
californian,カリフォルニア人
californium,カリホルニウム
caligation,カリゲーション
caliginous,カリっぽい
caliper,キャリパー
calipers,キャリパー
caliph,カリフ
caliphate,カリフ制
calisaya,カリサヤ
calisthenic,柔軟体操
calisthenics,体操
caliver,口径
calk,コーキングする
call,電話
